Mobile/Assoseries Title,Mobile/Assoseries Url
"Redmi 7A (Matte Black, 2GB RAM, 16GB Storage)",https://www.amazon.in/Redmi-7A-Matte-Black-Storage/dp/B07X4QT7T3
