State Name/Location,pricing,Emi,Project Name,Location,Config,Possession Status
kozhikode_kerala,1.18 Cr - 1.55 Cr,EMI starts at 90.7 K,Apollo Seasons,Kozhikode,"3, 4 BHK Villas",Ready to Move
kozhikode_kerala,38.5 L - 64.33 L,EMI starts at 40.1 K,Alhind Seafort,"Mananchira, Kozhikode","2, 4 BHK Apartments",Ready to Move
kozhikode_kerala,19.44 L - 40.92 L,EMI starts at 25.5 K,Seiken Hills,"Chevarambalam, Kozhikode","1, 2, 3 BHK Apartments",Ready to Move
kozhikode_kerala,25.56 L - 88.86 L,EMI starts at 51.9 K,Crescent Iris,"Ummalathoor, Kozhikode","1, 2, 3, 4 BHK Apartments",Ready to Move
chandigarh_india,1.54 Cr - 1.84 Cr,EMI starts at 1.07 Lacs,The Uppal Marble Arch,"Manimajra, Chandigarh ","3, 4 BHK Apartments",Ready to Move
chandigarh_india,65 L,EMI starts at 40.5 K,Golden Sanskriti Homes,"DLF Mullanpur, Chandigarh ",3.5 BHK Apartment,Ready to Move
chandigarh_india,Price on Request,Reputed Universal Enclave,"Sector 48, Chandigarh ","3, 4 BHK Apartments",Ready to Move
haridwar_uttarakhand,76.64 L - 80.68 L,EMI starts at 47.1 K,Accurate Tulsi Palm,"Kankhal, Haridwar",3 BHK Apartment,Ready to Move
haridwar_uttarakhand,26.95 L - 42.88 L,EMI starts at 26.7 K,Sunrise Andman City Villa,"Mayapur, Haridwar","1, 3 BHK Villa, Duplexes",Ready to Move
haridwar_uttarakhand,23.0 L - 84.24 L,EMI starts at 49.2 K,Eminent Aarogyam,"Badheri Rajputan, Haridwar","1, 2, 3, 4 BHK Studio Apartment, Apartments",Ready to Move
haridwar_uttarakhand,17.6 L,EMI starts at 10.9 K,Sidhyansh Shree Ved City,"Badheri Rajputan, Haridwar",2 BHK Row House,"Mar, 2016"
haridwar_uttarakhand,8 L - 13 L,EMI starts at 8.1 K,CRC Shubham,"Badheri Rajputan, Haridwar",1 BHK Apartment,Ready to Move
haridwar_uttarakhand,15.5 L,EMI starts at 9.6 K,Rajyan Phase 2,"Motichur, Haridwar",1 BHK Independent Floor,Ready to Move
haridwar_uttarakhand,18 L - 23.52 L,EMI starts at 14.6 K,CRC Mantra Happy Homes,"BHEL Township, Haridwar",2 BHK Apartment,"Aug, 2018"
haridwar_uttarakhand,79.2 L,EMI starts at 46.3 K,SR Anandam Villas,"Badheri Rajputan, Haridwar",3 BHK Villa,Ready to Move
haridwar_uttarakhand,24 L,EMI starts at 14.9 K,Baba B-Homes,"Motichur, Haridwar",2 BHK Independent Floor,Ready to Move
haridwar_uttarakhand,14.49 L,EMI starts at 9 K,Anjani Residency,"Motichur, Haridwar",1 BHK Independent Floor,Ready to Move
haridwar_uttarakhand,33.8 L,EMI starts at 21 K,SR Anandam Studio Appartment ,"Badheri Rajputan, Haridwar",1 BHK Apartment,Ready to Move
haridwar_uttarakhand,15.93 L,EMI starts at 9.9 K,Sunrise Anandam City Studio Apartments,"Badheri Rajputan, Haridwar",1 BHK Studio Apartment,Ready to Move
haridwar_uttarakhand,10.8 L - 30.71 L,EMI starts at 19.1 K,Imperial Court Roorkee,"Ruhalki Kishanpur Urf Ikkad, Haridwar","1, 2, 3 BHK Apartments",Ready to Move
haridwar_uttarakhand,42.48 L - 44.84 L,EMI starts at 27.9 K,Manav Raghunath Residency ,"Jwalapur, Haridwar",3 BHK Apartment,Ready to Move
haridwar_uttarakhand,13.25 L - 29.63 L,EMI starts at 18.4 K,Krishna Nakshtra Home,"Jwalapur, Haridwar","1, 2, 3 BHK Apartments",Ready to Move
haridwar_uttarakhand,24.2 L - 45.24 L,EMI starts at 28.2 K,Vardhman Jurs country,Haridwar,"2, 3 BHK Apartments",Ready to Move
haridwar_uttarakhand,79.2 L,EMI starts at 46.3 K,SR Anandam Villas,"Badheri Rajputan, Haridwar",3 BHK Villa,Ready to Move
haridwar_uttarakhand,33.8 L,EMI starts at 21 K,SR Anandam Studio Appartment ,"Badheri Rajputan, Haridwar",1 BHK Apartment,Ready to Move
haridwar_uttarakhand,10.8 L - 30.71 L,EMI starts at 19.1 K,Imperial Court Roorkee,"Ruhalki Kishanpur Urf Ikkad, Haridwar","1, 2, 3 BHK Apartments",Ready to Move
haridwar_uttarakhand,13.23 L,EMI starts at 8.2 K,Asian Mahadevpuram - 2,"BHEL Township, Haridwar",2 BHK Apartment,Ready to Move
patna,43.75 L - 45.85 L,EMI starts at 28.5 K,Sarvodya City,"Gardanibagh, Patna","2, 3 BHK Apartments","Dec, 2019"
patna,28.29 L - 46.56 L,EMI starts at 29 K,DPM Keshav Enclave,"Nohsa, Patna","2, 3 BHK Apartments",Ready to Move
patna,24.59 L - 33.01 L,EMI starts at 20.5 K,Kaushiki Pride,"Khagaul, Patna","2, 3 BHK Apartments",Ready to Move
patna,33 L - 40.5 L,EMI starts at 25.2 K,Anshul The 7 Planet,"Mithapur, Patna","2, 3 BHK Apartments",Ready to Move
patna,35 L,EMI starts at 21.8 K,Anuanand Sai Randhari Appartments,"Buddha Colony, Patna",2 BHK Apartment,Ready to Move
patna,28.5 L - 40.5 L,EMI starts at 25.2 K,Anshul Mithapur Apartment,"Mithapur, Patna","2, 3 BHK Apartments",Ready to Move
patna,Price on Request,Sarvodya Om Ramasharam,"Anandpuri, Patna",3 BHK Apartment,Ready to Move
patna,Price on Request,Jagat Krrish Garden,"Khajpura, Patna","2, 3 BHK Apartment, Penthouses",Ready to Move
patna,50.48 L - 67.28 L,EMI starts at 41.9 K,Mundeshwari Multicon Terrace Gardenia,"Rukanpura, Patna",3 BHK Apartment,Ready to Move
patna,Price on Request,Swadha Minta Chandrawati Complex,"Rukanpura, Patna","2, 3 BHK Apartments","Jun, 2018"
patna,60.38 L,EMI starts at 37.6 K,Universal Classic,"Rukanpura, Patna",3 BHK Apartment,Ready to Move
patna,47.19 L - 54.74 L,EMI starts at 34.1 K,Anuanand Mohinder Villa,"North Shastri Nagar, Patna","2, 3 BHK Apartments",Ready to Move
patna,70.56 L,EMI starts at 44 K,Raunak Heritage,"Lodipur, Patna",2 BHK Apartment,Ready to Move
patna,33.75 L - 47.85 L,EMI starts at 29.8 K,Aastik Sai RKM Palace,"Khagaul, Patna","2, 3 BHK Apartments",Ready to Move
patna,29.4 L - 45.5 L,EMI starts at 28.3 K,Kashyap Brahma Complex,"Kothwan, Patna","2, 3 BHK Apartments",Ready to Move
patna,69.5 L,EMI starts at 43.3 K,Sarvodya Om Kulaya,"Sadhnapuri, Patna",3 BHK Apartment,Ready to Move
patna,70.56 L,EMI starts at 44 K,Raunak Heritage,"Lodipur, Patna",2 BHK Apartment,Ready to Move
patna,51.08 L - 71.33 L,EMI starts at 44.4 K,Majestic Janki City,"Sri Krishna Puri, Patna","2, 3 BHK Apartments",Ready to Move
patna,64.02 L - 80.58 L,EMI starts at 47.1 K,Super City Plaza,"Kidwaipur Postal Colony, Patna","2, 3 BHK Apartments",Ready to Move
patna,68.85 L,EMI starts at 42.9 K,Om Shaudh,"Rajbansi Nagar, Patna",3 BHK Apartment,Ready to Move
patna,52.99 L - 73.92 L,EMI starts at 46.1 K,Kumar Tauheed Apartment ,"Rukanpura, Patna","2, 3 BHK Apartments",Ready to Move
patna,24.15 L - 29.9 L,EMI starts at 18.6 K,Agrani SBI Nagar,"Paijawa, Patna","2, 3 BHK Apartments","Dec, 2018"
patna,18.2 L - 40.9 L,EMI starts at 25.5 K,Agrani Bob City,"Rewa, Patna","2, 3, 4 BHK Villas",Ready to Move
patna,11.4 L - 31.94 L,EMI starts at 19.9 K,Grih Vatika Ambika Vatika,"Phulwari Sharif, Patna","1, 2, 3 BHK Apartments",Ready to Move
patna,16.75 L - 28.5 L,EMI starts at 17.7 K,Grih Vatika Corporate Enclave,"Anisabad, Patna","1.5, 2.5 BHK Apartments",Ready to Move
patna,29.9 L,EMI starts at 18.6 K,Agrani Grand City,"Paijawa, Patna",3 BHK Apartment,Ready to Move
patna,11.1 L - 26.7 L,EMI starts at 16.6 K,Shravani Enclave,Patna District,"1, 2, 3 BHK Apartments",Ready to Move
patna,13.44 L - 33 L,EMI starts at 20.5 K,Anshul H2O City,Patna,"1, 2, 3 BHK Apartments",Ready to Move
surat,28.14 L - 33.74 L,EMI starts at 21 K,Swaminarayan Green City,"Pasodara, Surat",2 BHK Apartment,"Jul, 2020"
surat,41.75 L,EMI starts at 26 K,Megh Mayur Swagat Complex,"Nanpura, Surat",2 BHK Apartment,Ready to Move
surat,44.38 L - 70.16 L,EMI starts at 43.7 K,Nishal Star World,"Khatodra Wadi, Surat","2, 3 BHK Apartments",Ready to Move
surat,15.51 L - 34.82 L,EMI starts at 21.7 K,SUNDAY RESIDENCY  ,"Amroli, Surat","1, 2 BHK Apartments",Ready to Move
surat,Price on Request,MD Kashtbhanjan Livino,"Katargam, Surat","2, 3 BHK Apartments",Ready to Move
surat,10.96 L - 16.48 L,EMI starts at 10.2 K,Krishna Shree Nath Jee Complex,"Patel Nagar, Surat","1, 2 BHK Apartments",Ready to Move
surat,41.92 L,EMI starts at 26.1 K,Megh Mayur Manav Mandir,"Katargam, Surat",3 BHK Apartment,Ready to Move
surat,9.2 L - 19.65 L,EMI starts at 12.2 K,Radhika Residency & Point,"Variav, Surat","1, 3 BHK Apartments",Ready to Move
surat,32.64 L,EMI starts at 20.3 K,Coral palace,"Adajan, Surat",2 BHK Apartment,Ready to Move
surat,42.72 L - 67.19 L,EMI starts at 41.9 K,Darshan La-Victoria,"Adajan Gam, Surat","3.5, 4.5 BHK Apartments",Ready to Move
surat,15.86 L - 19.65 L,EMI starts at 12.2 K,Radhika Royal,"Variav, Surat",2 BHK Apartment,Ready to Move
surat,17.94 L - 42.09 L,EMI starts at 26.2 K,Nest Rhythm Residency and Plaza,"Amroli, Surat","1, 2, 3 BHK Apartments",Ready to Move
surat,Price on Request,Siddhi Vinayak Green,"Laskana, Surat","2, 3 BHK Apartments","Aug, 2020"
surat,20.71 L - 28.56 L,EMI starts at 17.8 K,Drashti Residency,"Devadh Gam, Surat","2, 3 BHK Apartments",Under Construction
surat,Price on Request,Srushti Green Feb Tex House,"Varachha, Surat",Residential Plots,"Jul, 2020"
surat,56.06 L,EMI starts at 34.9 K,Green City,"Udhna Zone, Surat",3 BHK Apartment,Ready to Move
surat,1.54 Cr,EMI starts at 90 K,Someshwar Rivoli Heights,"Vesu, Surat",2 BHK Apartment,Ready to Move
surat,2.64 Cr - 3.29 Cr,EMI starts at 1.92 Lacs,Unison The Majestic Castle,"Althan, Surat","4, 5 BHK Apartments","Oct, 2019"
surat,2 Cr - 3.2 Cr,EMI starts at 1.87 Lacs,Coral Coral Bungalows,"Bhimrad, Surat",5 BHK Villa,Ready to Move
surat,1.07 Cr,EMI starts at 62.3 K,Western Villa,"Adajan, Surat",4 BHK Villa,Ready to Move
surat,2.6 Cr,EMI starts at 1.52 Lacs,Ascon Surya Lifestyle,"Vesu, Surat",4 BHK Apartment,Ready to Move
surat,51.99 L - 69.99 L,EMI starts at 43.6 K,Hindva The World,"Shakti Nagar, Surat","1, 2 BHK Apartments",Ready to Move
surat,Price on Request,Ascon Surya Landmark,"Vesu, Surat",4 BHK Apartment,Ready to Move
surat,1.44 Cr,EMI starts at 83.9 K,SNS Splendid,"Vesu, Surat",3 BHK Apartment,Ready to Move
surat,3.48 Cr - 4.14 Cr,EMI starts at 2.42 Lacs,Rajhans Cosmic,"Vesu, Surat","5, 6 BHK Apartments",Ready to Move
surat,1.27 Cr - 1.46 Cr,EMI starts at 85.5 K,Veerbhadra Avenue,"Adajan, Surat","2, 3 BHK Apartments",Ready to Move
surat,2.3 Cr,EMI starts at 1.34 Lacs,Shreepad Anantta,"Adajan Gam, Surat",4 BHK Apartment,Ready to Move
surat,1.26 Cr,EMI starts at 73.6 K,Sai Villas,"Dahin Nagar, Surat",4 BHK Villa,Ready to Move
surat,1.39 Cr - 2.32 Cr,EMI starts at 1.35 Lacs,Blu Blu Life,"Adajan Gam, Surat","3, 4 BHK Apartments",Ready to Move
surat,67.2 L - 91 L,EMI starts at 53.2 K,Western Height,"Adajan Gam, Surat","2, 3 BHK Apartments",Ready to Move
surat,62.82 L - 1.05 Cr,EMI starts at 61.1 K,Western Shikharji,"Adajan, Surat","2, 3 BHK Apartments",Ready to Move
surat,15.86 L - 19.65 L,EMI starts at 12.2 K,Radhika Royal,"Variav, Surat",2 BHK Apartment,Ready to Move
surat,24.27 L - 41.06 L,EMI starts at 25.6 K,Vaishnodevi Sky,"Dahin Nagar, Surat","2, 3 BHK Apartments",Ready to Move
surat,Price on Request,Raj Green Hills,"Adajan Gam, Surat",4 BHK Apartment,Ready to Move
surat,Price on Request,Aakash Expressions,"Bhimrad, Surat","3, 4 BHK Apartments",Ready to Move
surat,Price on Request,Galaxy Milleniore Galaxy Enclave,"Pal Gam, Surat",3 BHK Apartment,Ready to Move
surat,22.0 L - 24.99 L,EMI starts at 15.5 K,Maruti Sky View Heights,"Shakti Nagar, Surat","2, 3 BHK Apartments",Ready to Move
surat,11.45 L - 15.59 L,EMI starts at 9.7 K,Sukhram Sukh Vedan,"Athwa, Surat","2, 3 BHK Apartments",Ready to Move
surat,Price on Request,DMD Vraj Bhoomi,"Parvat Patiya, Surat",2 BHK Apartment,Ready to Move
surat,15.12 L - 23.28 L,EMI starts at 14.5 K,Shiv Someshwar Enclave,"Bhimrad, Surat","2, 3 BHK Apartments",Ready to Move
surat,30.21 L,EMI starts at 18.8 K,Swagat Rudrax Residency,"Adajan, Surat",3 BHK Apartment,Ready to Move
surat,28.35 L - 41.16 L,EMI starts at 25.6 K,Ravani Latinus Dream,"Vesu, Surat","2, 3 BHK Apartments",Ready to Move
surat,27.89 L,EMI starts at 17.3 K,Happy Home Nandanvan 2,"Vesu, Surat",3 BHK Apartment,Ready to Move
surat,22.74 L,EMI starts at 14.1 K,Rameshwaram Terrace,"Pal Gam, Surat",2 BHK Apartment,Ready to Move
surat,37.38 L - 39.06 L,EMI starts at 24.3 K,Ravani Dream World Residency,"Vesu, Surat",3 BHK Apartment,Ready to Move
surat,Price on Request,Raghuvir Shiv Residency,"Vesu, Surat",2 BHK Apartment,Ready to Move
jammu,32.2 L - 72.2 L,EMI starts at 45 K,Royal Palms,"Suraj Nagar, Jammu","1, 2, 3 BHK Apartments",Ready to Move
mysore,66 L - 1.55 Cr,EMI starts at 90.7 K,Brigade Symphony – Block B & C,"Metagalli, Mysore","2, 3, 4 BHK Apartments","Feb, 2019"
mysore,68.4 L,EMI starts at 42.6 K,Hegde Silver Spring,"Mallahalli, Mysore",3 BHK Villa,Ready to Move
mysore,74.99 L - 79.99 L,EMI starts at 46.7 K,Samruddhi Elite Homes	,"Madagalli, Mysore",3.5 BHK Duplex,Ready to Move
mysore,16.95 L - 42.09 L,EMI starts at 26.2 K,Adventz Zuari Park View,"Kesare, Mysore",Residential Plots,"Jan, 2020"
mysore,Price on Request,M K Sunpure Homes,"Basavanahalli, Mysore",3 BHK Villa,"Jul, 2020"
mysore,45.15 L - 58.62 L,EMI starts at 36.5 K,Aakar Acropolis,"Bogadi, Mysore","2, 2.5, 3 BHK Apartments","Sep, 2020"
mysore,40.43 L - 77.06 L,EMI starts at 45 K,Adventz Zuari Garden City,"Hulikere, Mysore","2, 3, 4 BHK Apartments","Mar, 2020"
mysore,6.3 L - 21 L,EMI starts at 13 K,Telecom Cauvery Vana,"Yelachahalli, Mysore",Residential Plots,"Dec, 2019"
mysore,1.35 Cr,EMI starts at 78.9 K,Nammane Srirampura,"BEML Nagar, Mysore",3 BHK Villa,Ready to Move
mysore,15.6 L - 45.5 L,EMI starts at 28.3 K,Flamingo Royal Splendor,"Hanchya, Mysore",Residential Plots,Ready to Move
mysore,7.78 Cr,EMI starts at 4.54 Lacs,Century Royale,"Nanjangud, Mysore",4 BHK Apartment,Ready to Move
mysore,23.24 L - 48 L,EMI starts at 29.9 K,Manasa Serene,"Hinkal, Mysore",Residential Plots,Ready to Move
mysore,35.4 L,EMI starts at 22 K,Brigade Sparkle,"Vidayaranya Puram, Mysore",2 BHK Apartment,Ready to Move
mysore,2.29 Cr - 3.63 Cr,EMI starts at 2.12 Lacs,Brigade Palmgrove Villas,"Deepanagar, Mysore","3, 4 BHK Villas",Ready to Move
mysore,15.6 L - 31.2 L,EMI starts at 19.4 K,Yesh Farm Plot,"Gohalli, Mysore",Residential Plots,Ready to Move
mysore,7.78 Cr,EMI starts at 4.54 Lacs,Century Royale,"Nanjangud, Mysore",4 BHK Apartment,Ready to Move
mysore,2.29 Cr - 3.63 Cr,EMI starts at 2.12 Lacs,Brigade Palmgrove Villas,"Deepanagar, Mysore","3, 4 BHK Villas",Ready to Move
mysore,1.6 Cr,EMI starts at 93.5 K,Brigade Pearl At Palmgrove,"Deepanagar, Mysore",3 BHK Apartment,"Jul, 2018"
mysore,1.93 Cr - 3.05 Cr,EMI starts at 1.78 Lacs,Brigade Palmgrove Villas,"Deepanagar, Mysore","3.5, 4, 4.5 BHK Villas",Ready to Move
mysore,1.1 Cr - 1.67 Cr,EMI starts at 97.5 K,Sankalp Luxuria,"Lalith Mahal Quatras, Mysore",3 BHK Apartment,Ready to Move
mysore,1.6 Cr,EMI starts at 93.5 K,Shanders Villa Grand,"Vontikoppal, Mysore",4 BHK Apartment,Ready to Move
rajahmundry,19.83 L - 48.75 L,EMI starts at 30.4 K,Bridge County Apartments,Diwwancheruvu,"1, 2, 3 BHK Apartments",Ready to Move
rajahmundry,Price on Request,Royal Elite B,"Morampudi, Rajahmundry",3 BHK Apartment,Ready to Move
rajahmundry,Price on Request,GEV Grand,"Venkateswara Nagar, Rajahmundry",3 BHK Apartment,Ready to Move
rajahmundry,Price on Request,Pragnya Riverbridge Bridge County C Type Villas,"Diwancheruvu, Rajahmundry",3.5 BHK Villa,Ready to Move
rajahmundry,Price on Request,Royal Elite A,"Morampudi, Rajahmundry",3 BHK Apartment,Ready to Move
rajahmundry,Price on Request,Pragnya Riverbridge Bridge County A Type Villas,Rajahmundry,3.5 BHK Villa,Ready to Move
rajahmundry,80.67 L - 1.79 Cr,EMI starts at 1.04 Lacs,Bridge County Villas,"Diwancheruvu, Rajahmundry","3, 4, 5 BHK Villas",Ready to Move
rajahmundry,Price on Request,Pragnya Riverbridge Bridge County C Type Villas,"Diwancheruvu, Rajahmundry",3.5 BHK Villa,Ready to Move
jamshedpur,43.47 L,EMI starts at 27.1 K,Srinath Turquoise,"Ghorabandha, Jamshedpur",3 BHK Duplex,Ready to Move
jamshedpur,68.85 L,EMI starts at 42.9 K,Ashiana Accacia,"Sonari, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,18.9 L,EMI starts at 11.7 K,Green Vatika Shivalaya Greens,"Gamharia, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,40.19 L,EMI starts at 25 K,Srinath Alpha,"Uliyan, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,27.44 L - 33.6 L,EMI starts at 20.9 K,KK Greenfield,"Mango, Jamshedpur",2 BHK Independent Floor,Ready to Move
jamshedpur,18.86 L - 28.18 L,EMI starts at 17.5 K,Jind Marigold,"Mango, Jamshedpur","2, 3 BHK Apartments",Ready to Move
jamshedpur,19 L,EMI starts at 11.8 K,Preeyadarshani Sangam Vihar,"Adityapur, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,62.9 L,EMI starts at 39.2 K,Chandra Palm Court,"Sonari, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,25 L,EMI starts at 15.5 K,Preeyadarshani Ganga Enclave,"Adityapur, Jamshedpur",2 BHK Independent Floor,Ready to Move
jamshedpur,27.5 L,EMI starts at 17.1 K,Lakshya Samridhi 1,"Adityapur, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,26.25 L,EMI starts at 16.3 K,Lakshya 6,"Adityapur, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,26.4 L,EMI starts at 16.4 K,Nirman Sai Dham,"Mango, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,52.92 L,EMI starts at 33 K,Agarwala Sai Kripa Residency,"Mango, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,34.85 L - 50.98 L,EMI starts at 31.7 K,Srinath Amur,"Adityapur, Jamshedpur","2, 3 BHK Apartments",Ready to Move
jamshedpur,53.13 L,EMI starts at 33.1 K,Vasundhara Coral Abiny,"Mango, Jamshedpur",3.5 BHK Apartment,"Dec, 2018"
jamshedpur,94.25 L,EMI starts at 55.1 K,Ashiana Carnation,"Sonari, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,51.75 L,EMI starts at 32.2 K,Ashiana Pancy,"Sonari, Jamshedpur",2 BHK Independent Floor,Ready to Move
jamshedpur,54.93 L,EMI starts at 34.2 K,Ashiana Orchid,"Sonari, Jamshedpur",2 BHK Independent Floor,Ready to Move
jamshedpur,66 L,EMI starts at 41.1 K,Ashiana Lilac,"Sonari, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,59.63 L,EMI starts at 37.1 K,Ashiana Daisy,"Sonari, Jamshedpur",2 BHK Independent Floor,Ready to Move
jamshedpur,1.39 Cr,EMI starts at 81.2 K,Vijaya Rajnigandha,"Birsa Nagar, Jamshedpur",4 BHK Apartment,Ready to Move
jamshedpur,Price on Request,Vijaya  Iris,"Birsa Nagar, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,80.81 L,EMI starts at 47.2 K,Srinath Niger,"Adityapur, Jamshedpur",3.5 BHK Duplex,Ready to Move
jamshedpur,18.06 L - 19.01 L,EMI starts at 11.8 K,Green Vatika MP Sriram,"Gamharia, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,18.9 L,EMI starts at 11.7 K,Green Vatika Shivalaya Greens,"Gamharia, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,28.55 L - 29.02 L,EMI starts at 18 K,Srinath Emerald,"Ghorabandha, Jamshedpur",3 BHK Independent Floor,Ready to Move
jamshedpur,16.38 L,EMI starts at 10.2 K,Green Vatika Earth Enclave,"Adityapur, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,18.86 L - 28.18 L,EMI starts at 17.5 K,Jind Marigold,"Mango, Jamshedpur","2, 3 BHK Apartments",Ready to Move
jamshedpur,19 L,EMI starts at 11.8 K,Preeyadarshani Sangam Vihar,"Adityapur, Jamshedpur",2 BHK Apartment,Ready to Move
jamshedpur,25 L,EMI starts at 15.5 K,Preeyadarshani Ganga Enclave,"Adityapur, Jamshedpur",2 BHK Independent Floor,Ready to Move
jamshedpur,24.49 L - 53.27 L,EMI starts at 33.2 K,Jind Swarnbhoomi,"Mango, Jamshedpur","2, 3, 4 BHK Apartments",Ready to Move
jamshedpur,52.3 L,EMI starts at 32.6 K,Preeyadarshani Jamuna Enclave,"Adityapur, Jamshedpur",3 BHK Independent Floor,Ready to Move
jamshedpur,32 L,EMI starts at 19.9 K,Green Vatika  Sudhalay Greens,"Adityapur, Jamshedpur",3 BHK Apartment,Ready to Move
jamshedpur,18.15 L - 27.28 L,EMI starts at 17 K,Ganga Prabhawati,"Tamlia, Jamshedpur","2, 3 BHK Apartments",Ready to Move
jamshedpur,11.8 L,EMI starts at 7.3 K,Himalaya Asangi Eco City,"Adityapur, Jamshedpur",2 BHK Row House,Ready to Move
jamshedpur,22.8 L - 33.6 L,EMI starts at 20.9 K,Samay Dream Nest,"Ghorabandha, Jamshedpur","2, 3 BHK Apartments",Ready to Move
kochi,50.83 L - 62.23 L,EMI starts at 38.8 K,Sunpaul Gifty,"Mulanthuruthy, Kochi","2, 3 BHK Apartments",Ready to Move
kochi,60.34 L,EMI starts at 37.6 K,Amrapali Cosmos,"Uliyannoor, Kochi",2 BHK Apartment,Ready to Move
kochi,36.19 L - 88.94 L,EMI starts at 51.9 K,EV Kingston Towers,"Purayr, Kochi","2, 2.5, 3, 4 BHK Apartment, Duplexes",Ready to Move
kochi,33.29 L - 73.81 L,EMI starts at 46 K,Flair Alliance Trine Phase 3,"Kangarappady, Kochi","2, 3, 4 BHK Apartments",Ready to Move
kochi,82.01 L,EMI starts at 47.9 K,Sophia Splendour,"Thevakkal, Kochi",4 BHK Villa,Ready to Move
kochi,28 L,EMI starts at 17.4 K,Coral Amazon,"Koonammavu, Kochi",2 BHK Villa,Ready to Move
kochi,33.53 L - 87.08 L,EMI starts at 50.9 K,Tamrind Rajdhani,"Kunnathery Thikavu, Kochi","1.5, 2, 3 BHK Apartments",Ready to Move
kochi,80 L - 93.26 L,EMI starts at 54.5 K,IndusGratia Green Rich Villas,"Elamkulam, Kochi",3 BHK Villa,"Dec, 2019"
kochi,34.9 L - 40 L,EMI starts at 24.9 K,OMG Marbella,"Angamaly, Kochi",3 BHK Villa,"Dec, 2019"
kochi,29.75 L - 52.5 L,EMI starts at 32.7 K,D'zire Medley,"Kunnathery Thikavu, Aluva","2, 3 BHK Apartments",Ready to Move
kochi,70.88 L - 1.65 Cr,EMI starts at 96.6 K,Mather Asteroid,"Kadavanthra, Kochi","2, 3, 4 BHK Apartments",Under Construction
kochi,36.0 L,EMI starts at 22.4 K,Dreamflower Llanos,"Vaduthala, Kochi",2 BHK Apartment,Ready to Move
kochi,4.29 Cr,EMI starts at 2.5 Lacs,Asset Casa Grande,"Thevara, Kochi",3 BHK Apartment,Ready to Move
kochi,32.37 L - 46.22 L,EMI starts at 28.8 K,AC Abby City,"Kaloor, Kochi","2, 3 BHK Apartments",Ready to Move
kochi,46.55 L - 53.83 L,EMI starts at 33.5 K,Nest Campus Woods Oak,"Edappally, Kochi","2, 3 BHK Apartments",Ready to Move
kochi,65.87 L - 1.1 Cr,EMI starts at 64.5 K,New Town Heights - Kakkanad,"Kakkanad, Kochi","2, 3 BHK Apartments",Ready to Move
kochi,4.29 Cr,EMI starts at 2.5 Lacs,Asset Casa Grande,"Thevara, Kochi",3 BHK Apartment,Ready to Move
kochi,4.47 Cr,EMI starts at 2.61 Lacs,Al-Marai Platinum Perch,"Kaloor, Kochi",4 BHK Villa,Ready to Move
kochi,7.78 Cr,EMI starts at 4.54 Lacs,Tata Tritvam,"Ayyappankavu, Kochi",4 BHK Apartment,Ready to Move
kochi,3.37 Cr,EMI starts at 1.96 Lacs,Meridian Blue Water Apartments,"Panangad, Kochi","4 BHK Villa, Duplex",Ready to Move
kochi,3.5 Cr - 7.01 Cr,EMI starts at 4.1 Lacs,Asten Aurum Woods,"Panampilly Nagar, Kochi","3, 4 BHK Apartments",Under Construction
kochi,1.8 Cr - 2.4 Cr,EMI starts at 1.4 Lacs,Paul Treesa Gardens,"Elamakkara, Kochi",3 BHK Villa,"Dec, 2019"
kochi,5.03 Cr,EMI starts at 2.94 Lacs,Meridian Blue Water Villas,"Panangad, Kochi",4 BHK Villa,Ready to Move
kochi,71.4 L - 2.7 Cr,EMI starts at 1.57 Lacs,Ambady Green Meadows,"Kadungalloor, Aluva","2, 3, 4, 5 BHK Villa, Apartments",Ready to Move
kochi,1.67 Cr - 3.8 Cr,EMI starts at 2.22 Lacs,Joyalukkas Gold Tower,"Edappally, Kochi","3, 4 BHK Apartments",Ready to Move
kochi,5.11 Cr - 6.04 Cr,EMI starts at 3.52 Lacs,Mfar Shimmering Heights Villas,"Eroor, Kochi","4, 5 BHK Villas",Ready to Move
kochi,7.78 Cr,EMI starts at 4.54 Lacs,Tata Green Acres,"Ayyappankavu, Kochi",4 BHK Apartment,Ready to Move
kochi,1.66 Cr,EMI starts at 97.1 K,MIR Verdand Yard Villa,"Kakkanad, Kochi",3 BHK Villa,Ready to Move
kochi,2.44 Cr - 3.72 Cr,EMI starts at 2.17 Lacs,Anna Villa Florenza,"Thrippunithura, Kochi","4, 4.5 BHK Villas",Under Construction
